Q000001	0	C000015_en_000	1
Q000002	0	C000017_en_000	1
Q000003	0	C003363_en_000	1
Q000003	0	C003363_en_001	1
Q000003	0	C003363_en_002	1
Q000003	0	C003363_en_003	1
Q000003	0	C003363_en_004	1
Q000003	0	C003363_en_005	1
Q000003	0	C003363_en_006	1
Q000003	0	C003363_en_007	1
Q000003	0	C003363_en_008	1
Q000003	0	C003363_en_009	1
Q000003	0	C003363_en_010	1
Q000003	0	C003363_en_011	1
Q000003	0	C003363_en_012	1
Q000004	0	C001442_en_000	1
Q000004	0	C001442_en_001	1
Q000004	0	C001442_en_002	1
Q000004	0	C001442_en_003	1
Q000004	0	C001442_en_004	1
Q000004	0	C001442_en_005	1
Q000005	0	C000035_en_000	1
Q000006	0	C000037_en_000	1
Q000007	0	C000038_en_000	1
Q000008	0	C000040_en_000	1
Q000009	0	C000047_en_000	1
Q000010	0	C002912_en_000	1
Q000010	0	C002912_en_001	1
Q000010	0	C002912_en_002	1
Q000010	0	C002912_en_003	1
Q000010	0	C002912_en_004	1
Q000010	0	C002912_en_005	1
Q000010	0	C002912_en_006	1
Q000010	0	C002912_en_007	1
Q000010	0	C002912_en_008	1
Q000010	0	C002912_en_009	1
Q000010	0	C002912_en_010	1
Q000010	0	C002912_en_011	1
Q000010	0	C002912_en_012	1
Q000010	0	C002912_en_013	1
Q000010	0	C002912_en_014	1
Q000010	0	C002912_en_015	1
Q000010	0	C002912_en_016	1
Q000010	0	C002912_en_017	1
Q000010	0	C002912_en_018	1
Q000011	0	C000044_en_000	1
Q000012	0	C001498_en_000	1
Q000012	0	C001498_en_001	1
Q000012	0	C001498_en_002	1
Q000012	0	C001498_en_003	1
Q000012	0	C001498_en_004	1
Q000012	0	C001498_en_005	1
Q000012	0	C001498_en_006	1
Q000012	0	C001498_en_007	1
Q000012	0	C001498_en_008	1
Q000012	0	C001498_en_009	1
Q000013	0	C000046_en_000	1
Q000014	0	C001621_en_000	1
Q000014	0	C001621_en_001	1
Q000014	0	C001621_en_002	1
Q000014	0	C001621_en_003	1
Q000014	0	C001621_en_004	1
Q000014	0	C001621_en_005	1
Q000014	0	C001621_en_006	1
Q000014	0	C001621_en_007	1
Q000014	0	C001621_en_008	1
Q000014	0	C001621_en_009	1
Q000015	0	C000052_en_000	1
Q000016	0	C000054_en_000	1
Q000017	0	C000056_en_000	1
Q000018	0	C000023_en_000	1
Q000019	0	C000029_en_000	1
Q000020	0	C000027_en_000	1
Q000021	0	C000028_en_000	1
Q000022	0	C000025_en_000	1
Q000023	0	C000672_en_000	1
Q000023	0	C000672_en_001	1
Q000023	0	C000672_en_002	1
Q000023	0	C000672_en_003	1
Q000023	0	C000672_en_004	1
Q000023	0	C000672_en_005	1
Q000023	0	C000672_en_006	1
Q000023	0	C000672_en_007	1
Q000023	0	C000672_en_008	1
Q000023	0	C000672_en_009	1
Q000023	0	C000672_en_010	1
Q000024	0	C002303_en_000	1
Q000024	0	C002303_en_001	1
Q000024	0	C002303_en_002	1
Q000024	0	C002303_en_003	1
Q000024	0	C002303_en_004	1
Q000024	0	C002303_en_005	1
Q000024	0	C002303_en_006	1
Q000024	0	C002303_en_007	1
Q000025	0	C003150_en_000	1
Q000025	0	C003150_en_001	1
Q000025	0	C003150_en_002	1
Q000025	0	C003150_en_003	1
Q000025	0	C003150_en_004	1
Q000025	0	C003150_en_005	1
Q000025	0	C003150_en_006	1
Q000025	0	C003150_en_007	1
Q000025	0	C003150_en_008	1
Q000025	0	C003150_en_009	1
Q000025	0	C003150_en_010	1
Q000026	0	C003354_en_000	1
Q000026	0	C003354_en_001	1
Q000026	0	C003354_en_002	1
Q000026	0	C003354_en_003	1
Q000026	0	C003354_en_004	1
Q000026	0	C003354_en_005	1
Q000026	0	C003354_en_006	1
Q000026	0	C003354_en_007	1
Q000026	0	C003354_en_008	1
Q000026	0	C003354_en_009	1
Q000026	0	C003354_en_010	1
Q000026	0	C003354_en_011	1
Q000026	0	C003354_en_012	1
Q000026	0	C003354_en_013	1
Q000026	0	C003354_en_014	1
Q000026	0	C003354_en_015	1
Q000027	0	C001665_en_000	1
Q000027	0	C001665_en_001	1
Q000027	0	C001665_en_002	1
Q000027	0	C001665_en_003	1
Q000027	0	C001665_en_004	1
Q000027	0	C001665_en_005	1
Q000027	0	C001665_en_006	1
Q000027	0	C001665_en_007	1
Q000027	0	C001665_en_008	1
Q000027	0	C001665_en_009	1
Q000027	0	C001665_en_010	1
Q000027	0	C001665_en_011	1
Q000028	0	C002233_en_000	1
Q000028	0	C002233_en_001	1
Q000028	0	C002233_en_002	1
Q000028	0	C002233_en_003	1
Q000028	0	C002233_en_004	1
Q000028	0	C002233_en_005	1
Q000028	0	C002233_en_006	1
Q000028	0	C002233_en_007	1
Q000028	0	C002233_en_008	1
Q000028	0	C002233_en_009	1
Q000028	0	C002233_en_010	1
Q000028	0	C002233_en_011	1
Q000028	0	C002233_en_012	1
Q000028	0	C002233_en_013	1
Q000028	0	C002233_en_014	1
Q000028	0	C002233_en_015	1
Q000028	0	C002233_en_016	1
Q000028	0	C002233_en_017	1
Q000028	0	C002233_en_018	1
Q000028	0	C002233_en_019	1
Q000028	0	C002233_en_020	1
Q000029	0	C001569_en_000	1
Q000029	0	C001569_en_001	1
Q000029	0	C001569_en_002	1
Q000029	0	C001569_en_003	1
Q000029	0	C001569_en_004	1
Q000029	0	C001569_en_005	1
Q000029	0	C001569_en_006	1
Q000029	0	C001569_en_007	1
Q000029	0	C001569_en_008	1
Q000029	0	C001569_en_009	1
Q000029	0	C001569_en_010	1
Q000029	0	C001569_en_011	1
Q000029	0	C001569_en_012	1
Q000029	0	C001569_en_013	1
Q000029	0	C001569_en_014	1
Q000029	0	C001569_en_015	1
Q000029	0	C001569_en_016	1
Q000029	0	C001569_en_017	1
Q000029	0	C001569_en_018	1
Q000029	0	C001569_en_019	1
Q000029	0	C001569_en_020	1
Q000029	0	C001569_en_021	1
Q000029	0	C001569_en_022	1
Q000029	0	C001569_en_023	1
Q000029	0	C001569_en_024	1
Q000029	0	C001569_en_025	1
Q000030	0	C003155_en_000	1
Q000030	0	C003155_en_001	1
Q000030	0	C003155_en_002	1
Q000030	0	C003155_en_003	1
Q000030	0	C003155_en_004	1
Q000030	0	C003155_en_005	1
Q000030	0	C003155_en_006	1
Q000030	0	C003155_en_007	1
Q000031	0	C001442_en_000	1
Q000031	0	C001442_en_001	1
Q000031	0	C001442_en_002	1
Q000031	0	C001442_en_003	1
Q000031	0	C001442_en_004	1
Q000031	0	C001442_en_005	1
Q000032	0	C003494_en_000	1
Q000032	0	C003494_en_001	1
Q000032	0	C003494_en_002	1
Q000032	0	C003494_en_003	1
Q000032	0	C003494_en_004	1
Q000032	0	C003494_en_005	1
Q000032	0	C003494_en_006	1
Q000032	0	C003494_en_007	1
Q000033	0	C001600_en_000	1
Q000033	0	C001600_en_001	1
Q000033	0	C001600_en_002	1
Q000033	0	C001600_en_003	1
Q000033	0	C001600_en_004	1
Q000033	0	C001600_en_005	1
Q000033	0	C001600_en_006	1
Q000033	0	C001600_en_007	1
Q000034	0	C000088_en_000	1
Q000035	0	C000089_en_000	1
Q000036	0	C001213_en_000	1
Q000036	0	C001213_en_001	1
Q000036	0	C001213_en_002	1
Q000036	0	C001213_en_003	1
Q000036	0	C001213_en_004	1
Q000036	0	C001213_en_005	1
Q000036	0	C001213_en_006	1
Q000036	0	C001213_en_007	1
Q000036	0	C001213_en_008	1
Q000036	0	C001213_en_009	1
Q000036	0	C001213_en_010	1
Q000036	0	C001213_en_011	1
Q000036	0	C001213_en_012	1
Q000036	0	C001213_en_013	1
Q000036	0	C001213_en_014	1
Q000036	0	C001213_en_015	1
Q000036	0	C001213_en_016	1
Q000037	0	C003406_en_000	1
Q000037	0	C003406_en_001	1
Q000037	0	C003406_en_002	1
Q000037	0	C003406_en_003	1
Q000037	0	C003406_en_004	1
Q000037	0	C003406_en_005	1
Q000037	0	C003406_en_006	1
Q000037	0	C003406_en_007	1
Q000037	0	C003406_en_008	1
Q000037	0	C003406_en_009	1
Q000037	0	C003406_en_010	1
Q000037	0	C003406_en_011	1
