Q000001	0	C001295_en_000	1
Q000001	0	C001295_en_001	1
Q000001	0	C001295_en_002	1
Q000001	0	C001295_en_003	1
Q000002	0	C001066_en_000	1
Q000002	0	C001066_en_001	1
Q000002	0	C001066_en_002	1
Q000002	0	C001066_en_003	1
Q000002	0	C001066_en_004	1
Q000002	0	C001066_en_005	1
Q000002	0	C001066_en_006	1
Q000002	0	C001066_en_007	1
Q000002	0	C001066_en_008	1
Q000002	0	C001066_en_009	1
Q000002	0	C001066_en_010	1
Q000003	0	C002308_en_000	1
Q000003	0	C002308_en_001	1
Q000003	0	C002308_en_002	1
Q000003	0	C002308_en_003	1
Q000003	0	C002308_en_004	1
Q000003	0	C002308_en_005	1
Q000003	0	C002308_en_006	1
Q000003	0	C002308_en_007	1
Q000003	0	C002308_en_008	1
Q000003	0	C002308_en_009	1
Q000003	0	C002308_en_010	1
Q000003	0	C002308_en_011	1
Q000003	0	C002308_en_012	1
Q000003	0	C002308_en_013	1
Q000003	0	C002308_en_014	1
Q000003	0	C002308_en_015	1
Q000003	0	C002308_en_016	1
Q000003	0	C002308_en_017	1
Q000003	0	C002308_en_018	1
Q000003	0	C002308_en_019	1
Q000004	0	C003190_en_000	1
Q000004	0	C003190_en_001	1
Q000004	0	C003190_en_002	1
Q000004	0	C003190_en_003	1
Q000004	0	C003190_en_004	1
Q000004	0	C003190_en_005	1
Q000004	0	C003190_en_006	1
Q000004	0	C003190_en_007	1
Q000005	0	C002830_en_000	1
Q000005	0	C002830_en_001	1
Q000005	0	C002830_en_002	1
Q000005	0	C002830_en_003	1
Q000005	0	C002830_en_004	1
Q000005	0	C002830_en_005	1
Q000005	0	C002830_en_006	1
Q000005	0	C002830_en_007	1
Q000005	0	C002830_en_008	1
Q000005	0	C002830_en_009	1
Q000005	0	C002830_en_010	1
Q000006	0	C000928_en_000	1
Q000006	0	C000928_en_001	1
Q000006	0	C000928_en_002	1
Q000006	0	C000928_en_003	1
Q000006	0	C000928_en_004	1
Q000006	0	C000928_en_005	1
